destination,username,stars,original_text,cleanliness_sentiment,cleanliness_confidence,accessibility_sentiment,accessibility_confidence,scenery_sentiment,scenery_confidence,atmosphere_sentiment,atmosphere_confidence,food_sentiment,food_confidence,crowd_sentiment,crowd_confidence,photo_spot_sentiment,photo_spot_confidence,historical_value_sentiment,historical_value_confidence,facilities_sentiment,facilities_confidence,price_sentiment,price_confidence,service_sentiment,service_confidence,safety_sentiment,safety_confidence,aspects_detected,aspect_sentiments,num_aspects
Pantai Nglambor,Diesma Kesuma,4,"Pantai anti mainstream di gunung kidul. View nya ok kalo lagi ngga hujan, sayang kesana pas lagi hujan. Parkir mobil aga jauh, tapi jangan khawatir ada ojek yang siap anter. Ongkosnya Rp. 10.000 pp. Ada snorkling disini, paket snorklingnya udah termasuk foto di bawah ari Rp. 50.000. Minusnya di pantai ini ada banyak karang, jadi harus hati hati waktu snorkling. Makanan disini juga murah, harganya ngga ngetok dan gaada pungli punglian. Buat yang suka explore harus kesini. Kalo sama keluarga dan b",,,negative,0.989,negative,0.974,,,negative,0.977,,,negative,0.716,,,negative,0.996,negative,0.985,,,negative,0.797,"facilities, price, accessibility, scenery, food, safety, photo_spot",facilities:negative; price:negative; accessibility:negative; scenery:negative; food:negative; safety:negative; photo_spot:negative,7
Pantai Nglambor,Janeeeyaa,4,"Dari depok Jogja ke sini 1 Jam 45 Menit (capek banget tsay) jalanannya sepi dan gak disarankan untuk pulang malem kalau emang jauh. Akses jalanannya sepi tapi lancar dan hati2 curam ya jalanannya. Awal sampe lgsg ditawarin snorkling pdhl mau foto2 dulu, tp ditakut2in nnti pasang air naik🥲🥲 ke hapus dah makeupnya. Tiket masuk awal per orang 5ribu, parkir 5ribu, snorkling per orang 45ribu, kalo naik ke atas jembatan per orang 30ribu (naiknya pas sunrise/sunset aja biar dapet momennya) semakin di a",,,negative,0.845,negative,0.981,positive,0.659,negative,0.874,positive,0.659,,,,,negative,0.948,negative,0.975,negative,0.994,positive,0.69,"facilities, price, service, accessibility, scenery, atmosphere, food, safety, crowd",facilities:negative; price:negative; service:negative; accessibility:negative; scenery:negative; atmosphere:positive; food:negative; safety:positive; crowd:positive,9
Pantai Nglambor,Haikal Surya,5,"pantainya bagus, tetapi saya datang saat air pasang (25-08-2025) sehingga tidak ada pasir yang nampak dan langsung ke laut lepas.",,,,,negative,0.991,,,,,,,,,,,,,,,,,,,scenery,scenery:negative,1
Pantai Nglambor,Erna Febriana,5,seru banget bisa snorkeling di sini berasa pantai private.. makanannya juga enak banget dengan harga terjangkau,,,,,negative,0.998,,,negative,0.998,,,,,,,,,negative,0.998,,,,,"price, scenery, food",price:negative; scenery:negative; food:negative,3
Pantai Nglambor,Adiv Sulistiyantoko,5,"Bisa snorkling, banyak ikan. Pantai relatif landai. Cukup aman bermain air. Tetap waspada terhadap ombak. Hati-hati karang tajam. Ikuti arahan petugas.",,,,,negative,0.542,,,negative,0.542,,,,,,,,,,,negative,0.707,negative,0.745,"service, scenery, food, safety",service:negative; scenery:negative; food:negative; safety:negative,4
Pantai Nglambor,Faza Aliya,5,"Pengalaman yang cukup menyenangkan di Pantai Nglambor ini, Saya datang saat hari ke-4 lebaran pada pagi hari pukul 6 pagi karena hendak snorkling di sini. sebelum anda memasuki Pantai ini, jika anda membawa kendaraan roda empat akan di arahkan untuk parkir terlebih dahulu. Untuk menuju ke pantai ada dua alternatif, dapat berjalan kaki atau menggunakan ojek yang ditawarkan. Saya menyarankan untuk menggunakan Ojek senilai Rp.5000 setiap berangkat maupun kembali ke parkiran karena jalan cukup terja",negative,0.978,positive,0.675,negative,0.981,,,negative,0.993,,,negative,0.887,,,neutral,0.839,negative,0.993,positive,0.963,positive,0.87,"cleanliness, facilities, price, service, accessibility, scenery, food, safety, photo_spot",cleanliness:negative; facilities:neutral; price:negative; service:positive; accessibility:positive; scenery:negative; food:negative; safety:positive; photo_spot:negative,9
Pantai Nglambor,roh rohmat,5,Pemandangan bagus sayangnya perjalanannya jauh dan kurang terurus,,,positive,0.76,positive,0.967,,,,,,,,,,,,,,,,,,,"accessibility, scenery",accessibility:positive; scenery:positive,2
Pantai Nglambor,maman fero,5,"Pantainya sangat bersih,ombaknya juga tenang,soalnya banyak karang2 besar buat benteng,cocok juga buat anak2,yg mau snockling juga bisa,harga lebih bersahabat,free foto underwater dan pemandu 👍👍👍👍 …",negative,0.998,,,,,negative,0.997,,,,,negative,0.996,,,,,negative,0.997,negative,0.99,,,"cleanliness, price, service, atmosphere, photo_spot",cleanliness:negative; price:negative; service:negative; atmosphere:negative; photo_spot:negative,5
Pantai Nglambor,Dian Eka Puspitasari (dianekapuspita),5,"Pantai yang sangat indah. Dulu sempat ramai karena wisatawan berbondong2 untuk mencoba snorkeling. Sekarang jadi sepi. Kalau sepi...aslinya malah lebih nyaman sih...tapi kasihan pengelolanya😅 Semoga bisa ramai lagi...tapi tetap jadi kunjungan yg berkualitas. Ada tempat penyewaan snorkeling, lengkap. Jadi ga usah bawa peralatan lagi. Parkir motor di bagian atas, nanti harus turun ke bawah. Kalau Mobil, sepertinya harus naik jeep atau ojek yang disediakan deh, parkirnya jadi jauh, soalnya jalannya",,,negative,0.854,negative,0.944,negative,0.905,negative,0.975,negative,0.664,,,,,negative,0.984,,,,,,,"facilities, accessibility, scenery, atmosphere, food, crowd",facilities:negative; accessibility:negative; scenery:negative; atmosphere:negative; food:negative; crowd:negative,6
Pantai Nglambor,iskandar iis,5,"Ke sini brngn dg keluarga tujuanya selain mantai jg mau snorkeling, Utk pantainya bagus dan dikelola oleh warga sktr, akses pantai sampai parkiran mbl sdh bagus hanya dr parkiran mbl (10k) ke pantainya hrs jln kaki atw pk ojeg (5k) dg jln berbatu, Dipantainya ada jasa snorkeling sekaligus dg jasa foto, Kl mau kesini sebaiknya hubungi dlu mas² guidenya krn takutnya tdk bisa snorkeling krn kondisi lg pasang.",,,negative,0.987,negative,0.99,,,,,,,neutral,0.944,,,,,,,,,,,"accessibility, scenery, photo_spot",accessibility:negative; scenery:negative; photo_spot:neutral,3
Pantai Nglambor,HEXACOMPARE,5,"Bagus tempatnya cocok buat berenang di laut, yg mau kursus ya di kampung Inggris Pare",,,,,negative,0.998,,,,,,,,,,,,,,,,,,,scenery,scenery:negative,1
Pantai Nglambor,Boo's Dream Toys,4,"Pantai ini bersebelahan dengan pantai Siung. Berbeda dengan pantai siung, pantai nglambor membutuhkan semangat untuk sampai ke pantai ini yakni harus berjalan kaki sekitar 200m an. Dari pantai siung bisa langsung ke pantai ini dengan menggunakan jalan pintas tapi berbayar perorang 5000-30rb. Walaupun langsung dari pintu masuk pantai nglambor pun tetap harus berjalan kaki sepanjang 200m. Jika menggunakan jalan pintas yang berbayar maka siapkan dana untuk berjalan balik ke arah pantai siung. Saya ",,,neutral,0.765,negative,0.958,,,,,negative,0.976,negative,0.972,,,,,neutral,0.933,,,,,"price, accessibility, scenery, crowd, photo_spot",price:neutral; accessibility:neutral; scenery:negative; crowd:negative; photo_spot:negative,5
Pantai Nglambor,AURA CHANNEL,5,Pantai bagus yg tersembunyi n lumayan jauuuuhhh. Tapi begitu Sampai terbayar juga Sama pesonanya. Usahakan Kalo ke Sana Pagi Saat air Masih pasang jadi bisa main snorkeling Dan berenang bersama Ikan Ikan Cantik. Kalo Sudah Siang Pantai akan surut Dan terlihat Batu karang Dan terumbu karang yg hidup. Kalo bisa jangan diinjak Karena takut rusak.dan jangan pas hujan Karena air bisa keruh. Akses ke Pantai Dari tempat parkir lumayan jauh tapi bisa kita siasati dengan ojek yg banyak mangkal Disana. Se,,,positive,0.993,negative,0.995,,,negative,0.996,,,,,,,positive,0.961,positive,0.922,,,,,"facilities, price, accessibility, scenery, food",facilities:positive; price:positive; accessibility:positive; scenery:negative; food:negative,5
Pantai Nglambor,Wenny Wulandari,5,"Snorkeling di tempat ini 2 minggu yang lalu, seru banget. Per orang biayanya 50rb, dipinjami pelampung, sepatu karet, alat nafas dan udah termasuk foto2 di dalam air 🤗 muraaah kan. Yuk gass. …",,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pantai Nglambor,Mohamad Rubin,5,Sudah 2x ini ke sini. Keren soalnya pantai ini. Aman buat snorkling. Karang2nya lumayan tajam mesti pake spatu khusus snorkling. Main2 di pantai juga aman karena ombaknya lebih ndorong ke arah pantai tapi mesti tetep hati2 apa lagi kalau bawa anak kecil buat main2 di pantai harus di awasin bener2 karena ombak yang lumayan besar. Saran ke sini kalau mau main snorkling antara jam 12 siang smpai jam 4 sore karena pas jam2 itu biasanya laut sedang surut.,,,negative,0.991,negative,0.993,,,,,,,,,,,,,,,,,negative,0.997,"accessibility, scenery, safety",accessibility:negative; scenery:negative; safety:negative,3
Pantai Nglambor,alifahand 95,4,"Pantai bagus hanya saja akses lumayan jauh, harus dengan driver yg pengalaman. Dan jarak dari tempat parkir cukup jauh ke pantai, namun masih bisa diakses dgn jalan kaki (sekitr 500m) atau dengan ojek. Harga ojek (per desember 2019) : - tempat parkir -> pantai : 5rb - pantai -> parkir : 10rb (karna tanjakan) Disini juga terdapat jembatan gantung menuju pulau kecil di sekitar nglambor. Harga utk naik jembatan tsb 30rb/org. Di pulau kecil tsb juga ada gondola yang bisa dipakai dengan harga 90rb/or",,,negative,0.529,negative,0.763,,,,,,,,,,,positive,0.415,negative,0.914,,,,,"facilities, price, accessibility, scenery",facilities:positive; price:negative; accessibility:negative; scenery:negative,4
Pantai Nglambor,Herman Wu,5,"Pantai paling seru di Gn. Kidul. Mau petualang lengkap, wajib ke sini. 1. Lewat jembatan gantung. Cukup panjang dan mendebarkan. 2. Naik jembatan ke atas tebing. Lumayan buat pemanasan sebelum ... 3. Snorkeling 🤿 sepuasnya. Mesti menunggu air lagi surut, katanya sekitar jam 9 pagi dan jam 3 sore. Datang pas akhir Juni 2021 sebelum PPKM Darurat. Jam 8an pagi, parkir mobil trus nyambung ojek motor bayar Rp5.000. Ngeri juga, jalannya naik turun cukup curam 😅 Sampai lokasi ditawarin paket Snorkeling",,,negative,0.599,negative,0.865,,,,,neutral,0.692,neutral,0.917,,,neutral,0.537,neutral,0.824,,,neutral,0.815,"facilities, price, accessibility, scenery, safety, crowd, photo_spot",facilities:neutral; price:neutral; accessibility:negative; scenery:negative; safety:neutral; crowd:neutral; photo_spot:neutral,7
Pantai Nglambor,Anggita Devi,5,"Pantai bersih, harga bersahabat, gak getok2 harga. Kecil memang pantai, cocok bagi yang gak terlalu suka keramaian. parkir mobil -+ 700 meter dari pantai, anak2 semangat jalan. Memang pulang ketika sudah pada lelah naik ojek. Tapi Alhamdulillah murah hanya 5000 rupiah per ojek.",negative,0.997,negative,0.996,negative,0.991,,,,,,,,,,,negative,0.996,negative,0.993,,,,,"cleanliness, facilities, price, accessibility, scenery",cleanliness:negative; facilities:negative; price:negative; accessibility:negative; scenery:negative,5
Pantai Nglambor,Rizki Lailatul Qoyumah,5,"Tempat cocok buat snorkling dan berenang karena ombak tidak terlalu besar, jika datang terlalu siang air laut surut. Tepian pantai berpasir lingkungannya sempit. Jika naik mobil harus memakai ojek dahulu jika tidak mau berjalan kaki untuk masuk ke pantai ini, dengan membayar ojek sekitar 5k . Banyak yang menawarkan jasa snorkling..",,,neutral,0.618,negative,0.997,,,,,,,,,,,,,,,,,negative,0.995,"accessibility, scenery, safety",accessibility:neutral; scenery:negative; safety:negative,3
Pantai Nglambor,Dhea Adzana Putri,5,"Mantaap betul pantai nya bagus banget, dan kebetulan dateng pas surut air nya sekitar mata kaki sampai pinggang jadi bisa liat langsung terumbu karang dan hewan hewan laut kayak bulu babi, kerang, ikan, cacing laut 🤩🤩🤩 Jalan akses ke sana mudah dijagkau lewat google maps, cuma mobil nggak ada lokasi parkir langsung di deket pantai. Jadi harus naik ojek 5000 per motor buat jalan 600 meter ke pantai nya. Makasihh",,,negative,0.786,negative,0.993,,,negative,0.916,,,,,,,negative,0.927,,,,,,,"facilities, accessibility, scenery, food",facilities:negative; accessibility:negative; scenery:negative; food:negative,4
Pantai Nglambor,desi chrisanty,3,"Dulu waktu masih tahun 2014 pantai ini hanya bisa di akses melalui pantai Jogan dengan melewati bukit-bukit di bagian kiri pantai jogan. Saat itu masih ada mata air tawar di dekat pantai *red bawah tebing. Selain itu airnya masih jernih. Walaupun susah di akses pantai masih bersih dan jauh dari sampah. Kalau sekarang pantai sudah bisa di akses, hanya saja jika kita membawa mobil kita harus memarkirkannya di luar pintu masuk dan sewa ojek ke dalam biaya untuk ojeknya sekitar 15 ribu. Jika kita ba",negative,0.878,negative,0.95,negative,0.563,,,,,,,,,,,positive,0.972,positive,0.968,,,,,"cleanliness, facilities, price, accessibility, scenery",cleanliness:negative; facilities:positive; price:positive; accessibility:negative; scenery:negative,5
Pantai Nglambor,sulistyono raharjo,4,"Pantainya bagus... Cocok buat snorkeling. Sebaiknya kalo turun ke pantai membawa alas kaki soalnya bebatuan didasar laut cenderung tajam. masih agak terpencil, sehingga susah untuk mencari provider jaringan seluler. Jarak pantai parkiran relatif agak jauh, tetapi ada ojek yg tarifnya murah. Tetap hati² dengan hewan sejenia bulu babi.",,,positive,0.575,negative,0.994,,,,,,,,,,,,,positive,0.464,,,,,"price, accessibility, scenery",price:positive; accessibility:positive; scenery:negative,3
Pantai Nglambor,Huwaida Abubakar,5,"MasyaAllah tabarakallah ini tempat bagus banget guys. Di sini itu kalian kaya di private island, karena ga ada sinyal 😅 Karena sampe sana udah malem jadi ga banyak pilihan penginapan. Kemaren 1 kamar sekitar 200ribuan. Ada yang 1 rumah 750 ribu. Di sana kalian bisa snorkeling, ada yang sewain alat-alatnya koq 50ribuan udah sama foto gitu. Tempatnya bersih, penduduknya ramah-ramah. Toilet mushola ada. Makanan dan cemilan -cemilan juga ada . Cocok untuk kumpul keluarga, club motor atau gathering g",negative,0.99,negative,0.997,negative,0.99,,,negative,0.995,,,negative,0.987,,,negative,0.987,negative,0.992,negative,0.97,,,"cleanliness, facilities, price, service, accessibility, scenery, food, photo_spot",cleanliness:negative; facilities:negative; price:negative; service:negative; accessibility:negative; scenery:negative; food:negative; photo_spot:negative,8
Pantai Nglambor,dwi budi,5,"Pantai yang sangat bagus.. Management benar - benar ter-manage dengan bagus dan rapi.. Guide yang ramah... Harga dari parkir, jualan hingga wahana pun juga lebih murah daripada pantai yang lain (Hari biasa maupun tanggal merah, harganya tetap).. Info tarif wahana maupun sekitarnya.. 1. Ojek dari jalan raya ke pantai 5rb. 2. Nyebrang jembatan 30rb. 3. Gondola (otomatis nyebrang jembatan) 120rb sudah termasuk pemandu yang ramah dan membantu mem-foto sebanyak - banyaknya dan juga mengarahkan di spo",negative,0.993,negative,0.732,negative,0.962,,,positive,0.978,,,negative,0.666,,,negative,0.991,negative,0.957,negative,0.971,,,"cleanliness, facilities, price, service, accessibility, scenery, food, photo_spot",cleanliness:negative; facilities:negative; price:negative; service:negative; accessibility:negative; scenery:negative; food:positive; photo_spot:negative,8
Pantai Nglambor,Arizka Setya,5,"Meski harus jalan sekiloan dari tempat parkir tapi asik. Pantainya bersih, aman karna ombaknya nggak gede amat ditambah batu karang. Ada tempat buat makan rame rame sekalian adain acara. Hanya harus hati hati kalau mau snorkling karna cetek.",negative,0.997,negative,0.998,,,,,negative,0.997,,,,,,,negative,0.998,,,,,negative,0.997,"cleanliness, facilities, accessibility, food, safety",cleanliness:negative; facilities:negative; accessibility:negative; food:negative; safety:negative,5
Pantai Nglambor,PakMa,2,Banyak Pungli.. ada massa atau warlok 3x di berhentikan dan membayar sejumlah uang... Untuk retribusi masuk ke lokasinya 5rb per orang.. injlah kenapa membuat orang malas dan berlibur di area lokal /indonesia.. Untuk parkir harga 5rb. Lalu untuk snorkling ketika air pasang. Dan area snorkling tidak terlalu dalam mungkun setengah meter.. Worth jika anda lowbudget.,,,,,,,,,,,,,,,,,negative,0.784,negative,0.495,,,,,"facilities, price",facilities:negative; price:negative,2
Pantai Nglambor,Ratih Widhiyandari,5,"Kalau dilihat, di pantai ini terdapat semacam batu besar yang bentuknya kalau dilihat seperti sepasang kura kura yang dapat menghalau ombak sehingga area bibir pantai Nglambor ini ombaknya tidak begitu besar dan aman untuk kegiatan snorkeling. Tapi kita harus tetap waspada, karena berdasarkan pengalamanku ombak terkadang masih cukup besar terlebih di sore hari. Bagi yang belum terbiasa dengan snorkeling nanti akan ada pemandu yang membantu, jadi sekali lagi tidak perlu khawatir.",,,,,negative,0.986,,,,,,,,,,,,,,,positive,0.73,negative,0.851,"service, scenery, safety",service:positive; scenery:negative; safety:negative,3
Pantai Nglambor,ahmadintya anggit hanggraito,4,Sebenarnya pantai yang bagus untuk meluangkan waktu. Masih banyak bukit hijau yang bisa digunakan untuk camping. Cekungan pantai juga menarik untuk kebutuhan foto dan bermain air. Penjagaan dari para guide pantai juga baik. Namun untuk snorkeling mohon demi kelestarian ekowisata karangnya mungkin bisa dipertimbangkan lagi. Semoga konektivitas antar pantai melalui akses yang tengah dibangun segera selesai. Dikarenakan sangat indah sekali. Mantapp,,,negative,0.994,negative,0.981,,,,,,,negative,0.929,,,,,,,negative,0.758,,,"service, accessibility, scenery, photo_spot",service:negative; accessibility:negative; scenery:negative; photo_spot:negative,4
