destination,username,stars,original_text,analysis_status,scenery_sentiment,scenery_evidence,cleanliness_sentiment,cleanliness_evidence,facilities_sentiment,facilities_evidence,price_sentiment,price_evidence,atmosphere_sentiment,atmosphere_evidence,historical_value_sentiment,historical_value_evidence,food_sentiment,food_evidence,photo_spot_sentiment,photo_spot_evidence,crowd_sentiment,crowd_evidence,service_sentiment,service_evidence,accessibility_sentiment,accessibility_evidence,safety_sentiment,safety_evidence,aspects_detected,aspect_sentiments,num_aspects,overall_sentiment
Pantai Sundak,Fahma Isnaita Saheti,1,Kebanyakan Gazebo berbayar Seharusnya itu bisa gratis fasilitas Pantai. Banyak pasang tenda berjejer. Sangat mengganggu aktivitas liburan. Harusnya persewaan tenda dilipat saja. Biar nggak mengganggu kenyamanan.,success,,,,,negative,gazebo berbayar,,,,,,,,,,,negative,banyak pasang tenda berjejer,,,,,,,"facilities, crowd",facilities:negative; crowd:negative,2,negative
Pantai Sundak,Fathir Ibrahim,5,"pantai lumayan bersih, nge-camp disini semalaman. tapi gerah akhirnya tidur di luar sambil hunting bintang dan benda-benda pantai lainnya 🤩🤙🏻 jangan lupa sampah dibuang pada tempatnya!",success,positive,bersih,,,positive,banyak benda-benda pantai lainnya,,,,,,,,,,,,,,,,,,,"scenery, facilities",scenery:positive; facilities:positive,2,positive
Pantai Sundak,Rani Susilawati,5,"Pantai yang terletak di Kapanewon Tepus, Gunungkidul. Masuk ke pantai di pos retribusi cukup membayar 15ribu per orang dan sudah bisa akses ke pantai sekitarnya juga, untuk parkir motor sebesar 5ribu. Jalan untuk akses kesana juga sudah lumayan bagus, namun kalau pulang malam masih cukup gelap di beberapa tempat. Pantainya bersih dengan pasir yang berwarna putih. Kalau siang kadang surut jadi bisa lihat biota laut yang ada disana, pemandangannya juga bagus dengan bukit-bukit karang disekitarnya.",success,positive,bersih,,,positive,banyak fasilitas,positive,15ribu,,,,,,,,,,,,,positive,jalan untuk akses kesana sudah lumayan bagus,,,"scenery, facilities, price, accessibility",scenery:positive; facilities:positive; price:positive; accessibility:positive,4,positive
Pantai Sundak,yashinta meyla,5,"datang kesini skitar jam 10.00,belum terlalu ramai ombak lumayan besar tapi masih bisa untuk dipakai main air tersedia gazebo (30k) yg bisa disewa di sepanjang pantai ada mushola yg bersih dan cukup besar kamar mandi jg banyak tersedia",success,positive,ombak lumayan besar,positive,mushola yang bersih,positive,kamar mandi jg banyak,,,,,,,,,,,,,,,,,,,"scenery, facilities, cleanliness, facilities",scenery:positive; facilities:positive; cleanliness:positive; facilities:positive,4,positive
Pantai Sundak,Nam Kwl,4,Pantai nya bagus banget dan banyak biota laut. Cuman kalo jalan ga pake sandal sakit meskipun itu jalan di pasir nya juga. Ada area camping nya juga dan pas mau berdiri in tenda malah di usir sama yang punya warung padahal bangun tenda di area camping. Cuman view nya bagus banget. Ga nyesel buat datang lagi ke sini. Kalo mau ke sini harus bawa alat buat nangkap ikan soalnya banyak ikan² kecil.,success,positive,bagus banget,,,positive,area camping,,,,,,,,,,,,,negative,di usir,negative,sakit,,,"scenery, accessibility, facilities, service",scenery:positive; accessibility:negative; facilities:positive; service:negative,4,mixed
Pantai Sundak,Bowo Ardianto,5,"Pantai yang indah. Hamparan pasir putih terbentang dari barat ke timur. Berpadu dengan perbukitan batu karang yang bikin view tambah eksotis. Debur ombaknya lebih tenang mengingat batuan karang menjadi penjaga. Saat surut, biota laut terlihat melengkapi ekosistem pantai yang jenamanya berasal dari akronim asu dan landak ini. Fasilitas pantai Sundak lumayan lengkap dan memadai. Mulai dari aneka warung, kamar mandi, mushola, gazebo, hingga tempat parkir. Jalan masuk ke obyek sudah bagus.",success,positive,eksotis,,,positive,lengkap,,,,,,,,,,,,,,,positive,bagus,,,"scenery, scenery, facilities, accessibility",scenery:positive; scenery:positive; facilities:positive; accessibility:positive,4,positive
Pantai Sundak,Febi Rinto,4,"Area pantai berpasir putih dan ombak yang kalem sangat rekomen untuk bermain bersama anak dan keluarga, salah satu pantai yang harus dikunjungi di area gunung kidul jogja, banyak gazebo dan pepohonan disekitarnya, bisa untuk barbeque sambil nungguin anak main air, keren 👍👍 …",success,positive,bagus,,,positive,banyak gazebo,,,positive,sambil nungguin anak main air,,,,,,,,,,,positive,keren,,,"scenery, accessibility, facilities, atmosphere",scenery:positive; accessibility:positive; facilities:positive; atmosphere:positive,4,positive
Pantai Sundak,Surya Simarmata,5,"Pantainya tidak terlalu ramai, biaya parkir mobil 10 k, pantainya bersih dan pasirnya putih, adanya juga rumput lautnya, disarankan di dekat bibir pantai karena ombaknya besar. Fasilitas pondok, tempat makan, toilet dan parkir",success,,,positive,bersih,positive,"pondok, tempat makan, toilet dan parkir",positive,10 k,,,,,,,,,positive,tidak terlalu ramai,,,,,,,"crowd, price, cleanliness, facilities",crowd:positive; price:positive; cleanliness:positive; facilities:positive,4,positive
Pantai Sundak,F S,5,"Pantai sundak ini pertama kali kami mengunjungi dan ternyata menyenangkan n luar biasa, pasir putih, masih byk biota laut, ada rumput laut, bagus n menyenangkan untuk anak2 jd tnp takut ombak yg kencang Masuk wilayah pantai2 15K per org, udah meliputi byk pantai.. Its worth it bgt Parkir mobil 10K",success,positive,bagus,,,positive,fasilitas pantai,positive,worth it,,,,,,,,,,,,,,,,,"scenery, price, facilities",scenery:positive; price:positive; facilities:positive,3,positive
Pantai Sundak,Woro Hesti,5,"Kedatangan kali ini untuk camping bersama teman² dan keluarga. Seru sekali bisa menikmati pantai dari pagi, siang, malam. Pagi-siang air pasang masih aman untuk anak² main air, sore hari saat air surut kita bisa melihat biota laut yg terperangkap karang². Malam harinya menikmati deburan ombak sambil ngopi di gazebo.",success,,,,,positive,gazebo,,,positive,"menikmati pantai dari pagi, siang, malam",,,,,,,,,,,,,,,"atmosphere, facilities",atmosphere:positive; facilities:positive,2,positive
Pantai Sundak,Evi Miharliani,5,"Pokoknya pantai ini indah banget… masya Allah.. saat sy menginap di sundak, pengunjung mmng banyak yapi tidak terlalu banyak sehingga kejndahannya terlihat.. pasir putih.. anak anak nyaman bermain air.. pantainya masih bersih.. Semoga semua pengunjung tetap bisa menjga kebersihan pantai dgn penuh tanggung jawab.. krna jika buang sampah sembarangan akan merusak keindahan panta sundak.. dan pantai yg lainnya…",success,positive,indah banget,positive,pantainya masih bersih,positive,gazebo,,,,,,,,,,,positive,tidak terlalu banyak,,,,,,,"scenery, cleanliness, crowd, facilities",scenery:positive; cleanliness:positive; crowd:positive; facilities:positive,4,positive
Pantai Sundak,Dwi Yuli,4,"1 Januari 2026 tadi kesini setelah dari pantai Sadranan , kesini sewa tikar 20rb , neduh di bawah pohon , berbaur dengan tenda2 bekas orang2 yg ngecamp , kondisi parkiran mobil luass dan padat untuk hari ini tp tukang parkirnya gak mau ngatur kendaraan yg keluar masuk , hanya meminta i biaya parkir saja lalu pergi dan parkiran semrawut , mau keluar jg susah Krn gak tertata",success,,,,,negative,parkiran semrawut,positive,20rb,,,,,,,,,,,negative,tukang parkirnya gak mau ngatur kendaraan,,,,,"price, facilities, service",price:positive; facilities:negative; service:negative,3,mixed
Pantai Sundak,Ake Widyastomo,5,"Pantai berpasir putih dengan pemandangan alam yang mempesona. Kawasan pantai memiliki banyak sudut untuk dijelajahi. Anda dapat menaiki bukit disisi barat untuk menyaksikan panorama laut dari ketinggian atau langsung bermain air dengan ombak yang pasang surut. Kekayaan biota laut terutama karang dan rumput laut memberi air dipantai ini warna biru kehijauan, Jika air sedang surut, anda dapat berinteraksi dengan beragam biota dari karang dan rumput laut, ikan-ikan kecil, kepiting, bulu babi, terip",success,positive,pemandangan alam yang mempesona,,,positive,fasilitas lainnya,,,,,,,,,,,,,,,,,,,"scenery, facilities, facilities",scenery:positive; facilities:positive; facilities:positive,3,positive
Pantai Sundak,Latifah Nuraini,4,Oke aja sih pantainya.,success,neutral,oke aja sih,,,,,,,,,,,,,,,,,,,,,,,scenery,scenery:neutral,1,neutral
Pantai Sundak,Wiwik Ariaryana,1,Warung mkn nya muahal2...lbih murah di kota2 sprti seafood lamongan.kirain laut tmptnya ikan tp mlh mhl...penginapan pkai kipas no tv 250,success,,,,,,,negative,muahal2,,,,,negative,muahal2,,,,,,,,,,,"food, price",food:negative; price:negative,2,negative
Pantai Sundak,Ruvina Hariyati,5,"Pantainya bagis pasir putih ,kita kesini malam karna camping nyaman aman buat camping",success,positive,bagis pasir putih,,,,,,,,,,,,,,,,,,,,,positive,aman buat camping,"scenery, safety",scenery:positive; safety:positive,2,positive
Pantai Sundak,Kazuki Kagawa,5,Salah satu pantai sejuk karena lumayan banyak pepohonan,success,,,,,,,,,positive,sejuk,,,,,,,,,,,,,,,atmosphere,atmosphere:positive,1,positive
Pantai Sundak,Irma Novita,5,"Pantainya luas, bersih, banyak warung makan dan banyak gazebonya, untuk fasilitas kamar mandi dan mushola aman ya",success,positive,"luas, bersih",,,positive,banyak gazebonya,,,,,,,positive,banyak warung makan,,,,,,,,,,,"scenery, food, facilities",scenery:positive; food:positive; facilities:positive,3,positive
Pantai Sundak,Lilis Andr,5,"Pantai berpasir putih. Saya nginep dipenginapan pas diatas tebing diatas pantai (hill house). Mau sunset atau sunrise sama2 bagus viewnya, ditambah waktu2 itu pengunjung sedikit jd kek private beach. Banyak gazebo dipantai. Kalo air lg surut jgn lupa pake sandal kalo mau ke karang2 karna banyak bulu babi sembunyi dilubang2 karang.",success,positive,bagus viewnya,,,positive,banyak gazebo,,,,,,,,,,,positive,kek private beach,,,,,,,"scenery, crowd, facilities",scenery:positive; crowd:positive; facilities:positive,3,positive
Pantai Sundak,Tia Santika,5,"Pantainya cantik, kebetulan pas dateng kesana lagi sepi di hari Kamis. Airnya lagi surut & keliatan banyak hewan lautnya.. Ada ikan ikan kecil, bulu babi, bintang laut, teripang, kelomang, juga ada banyak rumput laut yg hijau hijau. Ombaknya relatif kecil & pemandangan nya cantik dengan tambahan karang di sisi kiri & kanan pantai. Makanan di sana juga enak enak & murah. Ada jasa foto, filenya dikirim ke hp, harganya cuma 3rb/fotonya",success,positive,cantik,,,positive,jasa foto,,,,,,,positive,enak enak & murah,,,,,,,,,,,"scenery, food, facilities",scenery:positive; food:positive; facilities:positive,3,positive
Pantai Sundak,Damasus N,5,"Pantai pasir putih yang indah, dengan. Ombak yang tidak besar.... Diapit pantai Indrayanti dan pantai ngandong.... Terdapat banyak gazebo, juga warung makan untuk bersantai... Bagi yang ingin bermalam juga banyak terdapat homestay dimulai dari harga 250k.. parkir roda 2 5k, bermalam 10k..",success,positive,pantai pasir putih yang indah,,,positive,"banyak gazebo, juga warung makan",,,,,,,,,,,,,,,,,,,"scenery, facilities",scenery:positive; facilities:positive,2,positive
Pantai Sundak,Wahyu Setiawan,5,"Pantainya bagus, luas, bisa untuk camping, ramah anak, fasilitas lengkap, harga juga terjangkau dan bisa membawa makanan dari luar. Pantainya pasang surut, lebih baik cek BMKG sebelum kesini",success,positive,"bagus, luas",,,positive,fasilitas lengkap,positive,harga juga terjangkau,,,,,,,,,,,,,,,positive,ramah anak,"scenery, safety, facilities, price",scenery:positive; safety:positive; facilities:positive; price:positive,4,positive
Pantai Sundak,Talitha Ayu Nindafa,5,"Pantainya bersih, waktu aku dateng masih sepi kayaknya sih masih terlalu pagi, pemandangannya bagus, banyak warung makan seafood di sekitar pantai",success,positive,pemandangannya bagus,,,,,,,,,,,positive,banyak warung makan seafood,,,,,,,,,,,"scenery, food",scenery:positive; food:positive,2,positive
Pantai Sundak,Heri Herr,5,Pantainya nyaman dan bersih cocok untuk acara keluarga,success,positive,nyaman dan bersih,,,,,,,positive,cocok untuk acara keluarga,,,,,,,,,,,,,,,"scenery, atmosphere",scenery:positive; atmosphere:positive,2,positive
Gumuk Pasir Parangkusumo,noviytrr,5,"Mampir kesini pas lagi panas terik bangettt jadi pasirnya puanass dan menjelang sore cuacanya mendung gitu. Tempatnya menarik bisa jadi pilihan wisata selain pantainya. Gumuk Pasirnya tuh luas banget, bisa keliling pake jeep, tapi minusnya kalo jalan kaki sering kena debu pas jeep-nya lagi lewat. Ini kalau cuaca cerah pas pagi atau sore hari baguss deh.",success,positive,menarik,,,positive,luas,positive,baguss,positive,menarik bisa jadi pilihan wisata selain pantainya,positive,menarik bisa jadi pilihan wisata selain pantainya,,,positive,menarik bisa jadi pilihan wisata selain pantainya,positive,bisa jadi pilihan wisata selain pantainya,positive,"ramah, helpful, memuaskan",,,,,"scenery, facilities, price, service, crowd, photo_spot, atmosphere, historical_value",scenery:positive; facilities:positive; price:positive; service:positive; crowd:positive; photo_spot:positive; atmosphere:positive; historical_value:positive,8,positive
Gumuk Pasir Parangkusumo,Adlin I,5,Berpetualang seru di Gumuk Pasir dengan menggunakan jeep terbuka. Awalnya saya memang tidak berekspektasi apa2 karena sudah pernah pengalaman jeep tour beberapa kali tapi ternyata selama perjalanan sangat menikmati. Perjalanan cukup panjang menyusuri pantai. Rute tidak terlalu ekstrim tapi tetap harus hati-hati karena ada beberapa spot yang bikin jantungan dan harus pegangan kuat. Walau diterjang hujan deras tidak mengurangi keseruan. Yang pasti persiapkan jas hujan dan baju ganti di musim hujan,success,positive,menikmati,,,positive,jeep terbuka,positive,sangat menikmati,positive,bikin jantungan,positive,bikin jantungan,,,positive,bikin jantungan,positive,ramai,positive,sangat menikmati,,,,,"scenery, facilities, price, service, crowd, photo_spot, atmosphere, historical_value",scenery:positive; facilities:positive; price:positive; service:positive; crowd:positive; photo_spot:positive; atmosphere:positive; historical_value:positive,8,positive
Gumuk Pasir Parangkusumo,Tiara Kiran,5,"Kesini karna mau naik jeep sm mas gumoh HAHA seru bgtbgtbgt!!! Bessst, tour jeep mengelilingi pantai setelahnya bisa main pasir dan menepi di pantai.",success,positive,seru bgtbgtbgt,,,positive,tour jeep mengelilingi pantai,positive,seru bgtbgtbgt,positive,seru bgtbgtbgt,positive,seru bgtbgtbgt,,,positive,seru bgtbgtbgt,positive,seru bgtbgtbgt,positive,seru bgtbgtbgt,,,,,"scenery, facilities, price, service, crowd, photo_spot, atmosphere, historical_value",scenery:positive; facilities:positive; price:positive; service:positive; crowd:positive; photo_spot:positive; atmosphere:positive; historical_value:positive,8,positive
Gumuk Pasir Parangkusumo,decor hanabira,5,"Bikin dekor untuk foto prewedding di Gumuk Pasir Parangkusumo, Bantul. Vibenya gurun ala afrika atau timur tengah, cahaya sunsetnya juga juara. Tempatnya fleksibel untuk berbagai konsep foto prewedding, cocok bareng properti dekor dari kami.",success,positive,vibenya gurun ala afrika atau timur tengah,,,positive,fleksibel untuk berbagai konsep foto prewedding,positive,cocok bareng properti dekor dari kami,positive,cocok bareng properti dekor dari kami,positive,cocok bareng properti dekor dari kami,,,positive,cocok bareng properti dekor dari kami,positive,cocok bareng properti dekor dari kami,positive,cocok bareng properti dekor dari kami,,,,,"scenery, facilities, price, service, crowd, photo_spot, atmosphere, historical_value",scenery:positive; facilities:positive; price:positive; service:positive; crowd:positive; photo_spot:positive; atmosphere:positive; historical_value:positive,8,positive
Gumuk Pasir Parangkusumo,Zulfikar Zunnurain,5,"Pertama kali ke parang Tritis, sampai langsung sewa jeep yg short trip, 400ribu, semobil bisa sampai ber5. Ambil jalur bukti pasir lanjut ke pinggir pantai. Beruntung datang sore, jadi bisa sambil tunggu sunset. Pas pula langit lagi cerah. Dapat sunset dengan sempurna. Drivernya kooperatif, dibantu foto2 dan video pake iPhonenya. Sempat berpikir nanti pasti ditawarin foto yg udh dicetak. Ternyata dia bilang akan kirim ke nomor kita free. Dan suprisenya hasil videonya udh diedit ala tiktok. Terba",success,positive,dapat sunset dengan sempurna,,,positive,drivernya kooperatif,positive,400ribu,positive,dapat sunset dengan sempurna,positive,dapat sunset dengan sempurna,,,positive,dapat sunset dengan sempurna,positive,ramai,positive,drivernya kooperatif,,,,,"scenery, facilities, price, service, crowd, photo_spot, atmosphere, historical_value",scenery:positive; facilities:positive; price:positive; service:positive; crowd:positive; photo_spot:positive; atmosphere:positive; historical_value:positive,8,positive
Gumuk Pasir Parangkusumo,Rauf Alfan32,5,Tempat wisata yang jangan pernah terlewatkan untuk mampir sewa jeep disini. Tempatnya oke memacu adrenalin. Seru bgt deh pokonya,success,positive,seru bgt deh pokonya,,,positive,tempatnya oke memacu adrenalin,positive,seru bgt deh pokonya,positive,seru bgt deh pokonya,positive,seru bgt deh pokonya,,,positive,seru bgt deh pokonya,positive,seru bgt deh pokonya,positive,seru bgt deh pokonya,,,,,"scenery, facilities, price, service, crowd, photo_spot, atmosphere, historical_value",scenery:positive; facilities:positive; price:positive; service:positive; crowd:positive; photo_spot:positive; atmosphere:positive; historical_value:positive,8,positive
